STATUS,TITLE,DEPARTMENT,FUNCTION,DIVISION,UNION_STATUS,EMPLOYMENT_CATEGORY,AGE,GENERATION,GENDER,ETHNIC_ORIGIN,LAST_PERFORMANCE_RATING,LAST_POTENTIAL_RATING,EMPLOYEE_PAY_FREQUENCY,EXEMPTTF,EMPLOYEE_PAY_BASIS,MANAGER_ID
Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,28,Generation Y,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1955
Terminated,Laborer,Operations-East,Operations,Product,Union,Regular Employee FT,25,Generation Y,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S989
Active,Sales Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,50,Boomer,Male,W,Developing/Meets Some,Potential Exit,Monthly,T,Salary,S4684
Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,44,Generation X,Male,W,Developing/Meets Some,Not assigned,Bi-Weekly,F,Daily,S538
Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,38,Generation X,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S225
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,41,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S267
Active,Administrative Assistant,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,50,Boomer,Female,W,Successfully Meets Expectations,Strong Contributor,Bi-Weekly,F,Salary,S4530
Active,Technician,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,55,Boomer,Male,O,No Rating,No Rating,Weekly,F,Hourly,S909
Active,Sales Manager,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,41,Generation X,Male,H,Developing/Meets Some,Not assigned,Bi-Weekly,F,Hourly,S2158
Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Female,W,Developing/Meets Some,Not assigned,Bi-Weekly,F,Daily,S381
Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,39,Generation X,Male,A,No Rating,No Rating,Bi-Weekly,F,Hourly,S1099
Active,Service Representative,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,35,Generation X,Male,B,Developing/Meets Some,Not assigned,Semi-Mont,F,Salary,S3132
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,27,Generation Y,Male,W,Developing/Meets Some,Not assigned,Bi-Weekly,F,Daily,S26
Active,Manager,Support,Support,Product,Non-Union,Regular Employee FT,43,Generation X,Female,H,Successfully Meets Expectations,Strong Contributor,Semi-Mont,T,Salary,S4319
Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,45,Generation X,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S618
Active,Installer,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,42,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1997
Terminated,Labor,Support,Support,Product,Union,Regular Employee FT,43,Generation X,Female,B,No Rating,No Rating,Weekly,F,Hourly,S3606
Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,36,Generation X,Male,B,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S1684
Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,41,Generation X,Male,B,No Rating,No Rating,Weekly,F,Daily,S812
Active,Clerk,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,53,Boomer,Male,W,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S1227
Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,47,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1839
Terminated,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee PT,21,Generation Y,Female,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S2639
Active,Supervisor,Operations-West,Operations,Product,Non-Union,Regular Employee FT,60,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Monthly,T,Salary,S4861
Active,Coordinator,Factory-West,Manufacturing,Product,Non-Union,Regular Employee FT,31,Generation Y,Female,B,Successfully Meets Expectations,Not assigned,Weekly,F,Hourly,S3890
Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,30,Generation Y,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3629
Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,55,Boomer,Male,W,No Rating,No Rating,Weekly,F,Hourly,S826
Active,Labor,Factory-East,Manufacturing,Product,Union,Regular Employee FT,37,Generation X,Male,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S1199
Active,Technician,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,51,Boomer,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1571
Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,26,Generation Y,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2282
Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,31,Generation X,Male,H,No Rating,No Rating,Weekly,F,Hourly,S3760
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,53,Boomer,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2439
Active,Forklift Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,49,Boomer,Female,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2321
Terminated,Laborer,Operations-East,Operations,Product,Union,Regular Employee FT,24,Generation Y,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3764
Active,Sales Manager,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,47,Generation X,Male,B,Successfully Meets Expectations,Not assigned,Monthly,T,Salary,S3194
Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee PT,52,Boomer,Male,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S1916
Active,Mechanic,Support,Support,Product,Non-Union,Regular Employee FT,47,Generation X,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2357
Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee PT,22,Generation Y,Male,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S240
Active,Technician,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,61,Boomer,Male,O,No Rating,No Rating,Weekly,F,Hourly,S903
Terminated,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee FT,40,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S3015
Active,Mechanic,Support,Support,Product,Non-Union,Regular Employee FT,30,Generation Y,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1205
Active,Mechanic,Support,Support,Product,Non-Union,Regular Employee FT,51,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Weekly,F,Hourly,S2270
Active,Planner,Support,Support,Product,Non-Union,Regular Employee FT,57,Boomer,Female,W,Developing/Meets Some,Not assigned,Monthly,T,Salary,S5510
Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,52,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1258
Terminated,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee PT,20,Generation Y,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1894
Active,Merchandiser,Sales-West,Sales,Sales,Union,Regular Employee FT,28,Generation Y,Male,H,No Rating,No Rating,Weekly,F,Hourly,S3727
Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,57,Boomer,Male,W,Exceeds,Not assigned,Bi-Weekly,F,Hourly,S1858
Active,Administrator,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,25,Generation Y,Female,B,No Rating,No Rating,Weekly,F,Hourly,S3733
Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,26,Generation Y,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2767
Active,Laborer,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,57,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Weekly,F,Hourly,S3872
Terminated,Account Manager,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,37,Generation X,Male,B,Successfully Meets Expectations,Top Talent,Monthly,T,Salary,S6061
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,46,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S212
Active,Labor,Support,Support,Product,Union,Regular Employee FT,47,Generation X,Male,A,No Rating,No Rating,Bi-Weekly,F,Hourly,S2287
Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,23,Generation Y,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2151
Active,Representative,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,28,Generation Y,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1122
Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,24,Generation Y,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S14
Active,Operator,Factory-East,Manufacturing,Product,Union,Regular Employee FT,49,Generation X,Female,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1368
Active,Sales Manager,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,31,Generation X,Male,H,Developing/Meets Some,Not assigned,Bi-Weekly,F,Hourly,S2419
Active,Financial Analyst,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,56,Boomer,Female,B,No Rating,No Rating,Semi-Mont,T,Salary,S4071
Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,47,Generation X,Male,H,No Rating,No Rating,Bi-Weekly,F,Hourly,S1923
Active,Forklift Driver,Factory-West,Manufacturing,Product,Union,Regular Employee FT,42,Generation X,Male,H,No Rating,No Rating,Weekly,F,Hourly,S3408
Active,Sales Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,32,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,T,Salary,S4712
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee PT,58,Boomer,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S153
Active,Sales Manager,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,45,Generation X,Female,B,Successfully Meets Expectations,Not assigned,Monthly,T,Salary,S5394
Active,Merchandiser,Sales-West,Sales,Sales,Union,Regular Employee FT,25,Generation Y,Male,H,No Rating,No Rating,Weekly,F,Hourly,S3763
Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,45,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1285
Active,Manager,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,58,Boomer,Female,W,Successfully Meets Expectations,Not assigned,Semi-Mont,T,Salary,S3926
Terminated,Sales Representative,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,41,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2875
Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,43,Generation X,Male,B,No Rating,No Rating,Weekly,F,Daily,S837
Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,41,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2239
Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,39,Generation X,Male,A,No Rating,No Rating,Bi-Weekly,F,Daily,S37
Active,Labor,Factory-East,Manufacturing,Product,Union,Regular Employee FT,58,Boomer,Female,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S2129
Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,33,Generation X,Male,H,Developing/Meets Some,Not assigned,Bi-Weekly,F,Daily,S335
Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,49,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1688
Active,Account Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,27,Generation Y,Female,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,T,Salary,S4686
Active,Materials Handler,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,37,Generation X,Female,W,No Rating,No Rating,Weekly,F,Hourly,S3884
Active,Labor,Support,Support,Product,Union,Regular Employee FT,52,Boomer,Male,A,No Rating,No Rating,Weekly,F,Hourly,S3606
Active,Merchandiser,Sales-West,Sales,Sales,Union,Regular Employee FT,31,Generation Y,Female,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2395
Active,Laborer,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,55,Boomer,Male,B,Developing/Meets Some,Not assigned,Weekly,F,Hourly,S3977
Terminated,Account Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,35,Generation X,Female,W,No Rating,No Rating,Bi-Weekly,T,Salary,S4734
Active,Laborer,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,39,Generation X,Male,W,Too New,Not assigned,Weekly,F,Hourly,S3983
Active,Technician,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,38,Generation X,Male,B,Successfully Meets Expectations,Not assigned,Weekly,F,Hourly,S3837
Active,Driver,Support,Support,Product,Non-Union,Regular Employee FT,38,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1028
Active,Technician,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,43,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2112
Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,28,Generation Y,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1362
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,53,Boomer,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S187
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,31,Generation Y,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S377
Terminated,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,31,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Daily,S588
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,30,Generation Y,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1878
Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee PT,34,Generation X,Male,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S1168
Active,Forklift Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,57,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2489
Active,Sales Manager,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,41,Generation X,Male,W,Developing/Meets Some,Strong Contributor,Monthly,T,Salary,S5011
Active,Labor,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,57,Boomer,Female,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1689
Terminated,Mover,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,62,Boomer,Male,B,No Rating,No Rating,Weekly,F,Hourly,S3456
Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,59,Boomer,Male,B,No Rating,No Rating,Weekly,F,Hourly,S3415
Active,Analyst,Support,Support,Product,Non-Union,Regular Employee FT,44,Generation X,Female,B,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S2183
Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,25,Generation Y,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S451
Active,Forklift Driver,Operations-East,Operations,Product,Union,Regular Employee FT,47,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1242
Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee PT,22,Generation Y,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S569
Terminated,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,60,Boomer,Female,B,Meets & Exceeds,Not assigned,Weekly,F,Hourly,S3557
Active,Staff Associate,Operations-West,Operations,Product,Union,Regular Employee FT,53,Boomer,Male,U,No Rating,No Rating,Bi-Weekly,F,Hourly,S3192
Active,Technician,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,52,Boomer,Male,W,Meets & Exceeds,Not assigned,Weekly,F,Hourly,S3893
Active,Technician,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,27,Generation Y,Male,U,No Rating,No Rating,Bi-Weekly,F,Hourly,S3183
Active,Merchandiser,Sales-West,Sales,Sales,Union,Regular Employee FT,23,Generation Y,Male,H,No Rating,No Rating,Weekly,F,Hourly,S3774
Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,25,Generation Y,Male,B,No Rating,No Rating,Bi-Weekly,F,Daily,S570
Active,Laborer,Operations-East,Operations,Product,Union,Regular Employee PT,25,Generation Y,Male,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S2908
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,52,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S134
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,51,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S159
Terminated,Operator,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,26,Generation Y,Male,W,Successfully Meets Expectations,Not assigned,Weekly,F,Hourly,S3940
Active,Supervisor,Operations-West,Operations,Product,Non-Union,Regular Employee FT,39,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Monthly,T,Salary,S223
Active,Supervisor,Operations-West,Operations,Product,Non-Union,Regular Employee FT,50,Boomer,Male,W,Successfully Meets Expectations,Strong Contributor,Monthly,T,Salary,S3026
Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,41,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S170
Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,54,Boomer,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3436
Active,Laborer,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,45,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Weekly,F,Hourly,S3862
Active,Sales Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,31,Generation Y,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,T,Salary,S4598
Active,Labor,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,59,Boomer,Male,B,Successfully Meets Expectations,Not assigned,Weekly,F,Hourly,S3579
Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,36,Generation X,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S485
Terminated,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee PT,23,Generation Y,Male,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S563
Active,Mechanic,Factory-East,Manufacturing,Product,Union,Regular Employee FT,61,Boomer,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3319
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,53,Boomer,Male,W,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S1801
Active,Supervisor,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,49,Generation X,Male,W,Successfully Meets Expectations,Strong Contributor,Bi-Weekly,T,Salary,S3319
Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,24,Generation Y,Male,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S2795
Active,Director,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,46,Generation X,Female,W,Successfully Meets Expectations,Top Talent,Semi-Mont,T,Salary,S2898
Active,Clerk,Support,Support,Product,Non-Union,Regular Employee FT,37,Generation X,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1954
Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,25,Generation Y,Male,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S1445
Active,Operator,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,31,Generation X,Male,A,Successfully Meets Expectations,Not assigned,Weekly,F,Hourly,S3938
Terminated,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee PT,22,Generation Y,Female,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S455
Active,Mechanic,Support,Support,Product,Non-Union,Regular Employee FT,56,Boomer,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1466
Terminated,Manager,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,28,Generation Y,Male,W,Successfully Meets Expectations,Not assigned,Monthly,T,Salary,S4814
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,21,Generation Y,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3780
Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,60,Boomer,Male,W,No Rating,No Rating,Weekly,F,Daily,S787
Active,Supervisor,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,57,Boomer,Female,W,Successfully Meets Expectations,Not assigned,Semi-Mont,T,Salary,S3897
Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,32,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2326
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,33,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S337
Active,Merchandiser,Sales-East,Sales,Sales,Union,Regular Employee FT,59,Boomer,Male,H,Too New,Not assigned,Weekly,F,Hourly,S3611
Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,51,Boomer,Male,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S1916
Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,31,Generation X,Male,H,Developing/Meets Some,Not assigned,Weekly,F,Hourly,S3796
Terminated,Support Representative,HR,HR,Corporate,Non-Union,Regular Employee FT,39,Generation X,Female,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2590
Terminated,Supervisor,Operations-West,Operations,Product,Non-Union,Regular Employee FT,58,Boomer,Male,W,Does Not Meet,Potential Exit,Bi-Weekly,T,Salary,S1869
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,38,Generation X,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S502
Active,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee FT,35,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2740
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,44,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S34
Active,Collections Representative,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,39,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1611
Active,Merchandiser,Sales-West,Sales,Sales,Union,Regular Employee FT,35,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2682
Active,Installer,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,42,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1355
Active,Supervisor,Operations-West,Operations,Product,Non-Union,Regular Employee FT,47,Generation X,Male,W,Successfully Meets Expectations,Strong Contributor,Monthly,T,Salary,S3248
Active,Technician,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,22,Generation Y,Female,W,Successfully Meets Expectations,Not assigned,Weekly,F,Hourly,S3809
Active,Analyst,Sales-East,Sales,Sales,Non-Union,Regular Employee PT,61,Boomer,Female,W,Successfully Meets Expectations,Mastery,Monthly,T,Salary,S3042
Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,21,Generation Y,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3641
Active,Operator,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,59,Boomer,Male,W,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S1078
Active,Administrative Assistant,HR,HR,Corporate,Non-Union,Regular Employee FT,47,Generation X,Female,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1950
Active,Manager,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,34,Generation X,Female,W,Successfully Meets Expectations,Emerging Talent,Semi-Mont,T,Salary,S4132
Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,21,Generation Y,Female,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2641
Active,Labor,Factory-East,Manufacturing,Product,Union,Regular Employee FT,59,Boomer,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1173
Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,47,Generation X,Male,H,No Rating,No Rating,Weekly,F,Hourly,S3510
Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,46,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2758
Active,Project Manager,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,35,Generation X,Male,B,Successfully Meets Expectations,Not assigned,Semi-Mont,T,Salary,S4256
Active,Operator,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,59,Boomer,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1295
Active,Operator,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,27,Generation Y,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1275
Active,Administrator,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,42,Generation X,Female,W,Successfully Meets Expectations,Not assigned,Weekly,F,Hourly,S3733
Terminated,Payroll/Pension Administrator,HR,HR,Corporate,Non-Union,Regular Employee FT,33,Generation X,Female,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2590
Active,Operator,Factory-West,Manufacturing,Product,Non-Union,Regular Employee FT,39,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1063
Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,36,Generation X,Male,W,No Rating,No Rating,Weekly,F,Daily,S783
Active,Merchandiser,Sales-East,Sales,Sales,Union,Regular Employee FT,32,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2055
Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,54,Boomer,Male,W,No Rating,No Rating,Bi-Weekly,F,Daily,S21
Active,Sales Manager,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,45,Generation X,Female,H,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S1470
Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,54,Boomer,Male,W,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S1095
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,29,Generation Y,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S387
Active,Operator,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,35,Generation X,Male,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S1191
Terminated,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,48,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Daily,S489
